,match_id,times,gold_t_0,gold_t_1,gold_t_2,gold_t_3,gold_t_4,gold_t_128,gold_t_129,gold_t_130,gold_t_131,gold_t_132
25750,25814,900,6489,4620,2555,3897,3717,4525,4384,6033,3961,5150
25751,25815,900,5174,4237,4802,3352,5280,2637,5200,6400,4852,5583
25752,25816,900,3450,4273,5281,4784,3259,3256,5271,2539,5943,4027
25753,25817,900,4982,6294,4737,3294,3849,3020,4116,4700,3404,5070
25754,25818,900,5268,3900,3043,3390,2869,4025,4248,3360,5800,3774
25755,25819,900,2921,4939,5509,4545,5460,7604,4257,4985,4651,2547
25756,25820,900,5373,4166,2655,2318,4110,4169,6871,2843,2996,4574
25757,25821,900,3064,4734,4897,3491,3737,5336,2421,2340,4380,3407
25758,25822,900,5365,6239,4684,5531,2804,3385,3344,6394,4353,5968
25759,25823,900,4394,3549,2896,3972,5662,3147,4311,5050,3744,6030
25760,25824,900,5780,3578,6916,2311,3555,4745,3370,2838,2989,5190
25761,25825,900,5185,5532,3296,3239,3135,4234,4854,4321,4516,3081
25762,25826,900,6987,2643,3023,5325,3927,6941,2591,2584,3379,6772
25763,25827,900,6265,4448,4438,4245,5382,4250,5782,4864,6016,2903
25764,25828,900,3939,4329,2689,2356,6365,3652,4365,3366,3130,3140
25765,25829,900,3630,6530,6649,4043,3875,3391,4703,3799,2936,3084
25766,25830,900,5138,4240,3842,3341,7643,1959,5277,2644,3801,5467
25767,25831,900,2621,2173,5513,2235,3909,3510,6669,5992,3741,1830
25768,25832,900,2696,3058,5448,4785,6732,2617,6800,3624,5331,3506
25769,25833,900,4552,7022,5066,4031,2853,5625,1984,6367,4471,4095
25770,25834,900,3438,5222,5600,7708,4394,6430,5861,3189,3618,6001
25771,25835,900,2509,3756,3033,3113,3703,7605,2482,3436,3420,4500
25772,25836,900,3236,5712,4975,4930,2760,4158,4601,3144,4309,4688
25773,25837,900,5284,8736,4375,3072,2883,5564,3786,2777,3221,4343
25774,25838,900,2078,5050,3020,4111,2856,5493,5643,3558,6299,2633
25775,25839,900,3556,2783,4231,5289,2541,4268,3663,6172,3180,7914
25776,25840,900,3278,5887,6468,4968,2969,4886,6578,2177,3492,2605
25777,25841,900,2507,4510,3481,5760,4534,4932,3658,4778,5310,1832
25778,25842,900,5237,2782,6067,3822,3696,5652,6006,3593,2557,1965
25779,25843,900,2768,4541,5351,5615,6536,1995,3084,5536,7466,6265
25780,25844,900,4011,2844,3744,4547,5394,4925,5117,3298,4899,4374
25781,25845,900,3234,6730,3705,2587,3875,5897,5484,2036,3385,3473
25782,25846,900,4412,3715,6179,3222,6297,4757,4870,4621,4430,4376
25783,25847,900,2273,5379,4845,4476,5281,5189,3336,3556,4592,5119
25784,25848,900,3552,6172,5616,4052,4527,6280,3984,4061,2199,3824
25785,25849,900,3733,4025,6288,3209,3759,4279,5746,6054,4706,5578
25786,25850,900,5543,3821,4250,5754,7070,5279,4714,4354,3433,4557
25787,25851,900,5597,5249,2882,3383,4142,6014,4785,6308,4039,2504
25788,25852,900,4763,8991,6853,3764,4992,1885,5431,3171,3417,1926
25789,25853,900,2373,6386,4630,3334,3529,3877,7117,6268,3255,6250
25790,25854,900,3058,6304,4495,6555,3555,3225,2549,2884,3600,3449
25791,25855,900,4243,3730,5322,4088,3285,6271,3854,3395,6084,7027
25792,25856,900,2371,3263,2065,5474,8592,5903,3660,6592,7547,2714
25793,25857,900,3462,3506,5780,4912,4966,5352,6448,4111,2532,3607
25794,25858,900,5486,3528,4058,7054,4952,2926,4828,4874,6012,3497
25795,25859,900,7128,3065,3080,7344,2967,2801,3513,6999,5885,2903
25796,25860,900,4093,5045,2652,4674,3621,3973,4882,5039,3554,4967
25797,25861,900,5910,3677,2390,1795,4838,2815,3605,5168,4142,4105
25798,25862,900,2733,3979,5400,5271,2849,6236,2244,2179,4972,3283
25799,25863,900,3758,3804,2539,3775,3816,4766,3679,5999,3954,4204
25800,25864,900,2062,3805,5133,2519,3689,3042,5353,4242,2950,2821
25801,25865,900,4772,4914,5592,3405,2788,4625,4109,4350,3584,5365
25802,25866,900,5167,3900,3489,4520,4001,4921,3407,3440,4871,3233
25803,25867,900,4406,4983,1602,3534,3153,6322,2709,5082,5518,4911
25804,25868,900,5508,3875,3182,8324,4663,2889,3227,2900,6027,3564
25805,25869,900,5841,3222,6249,3068,6984,5696,3424,3965,2130,3624
25806,25870,900,4105,4043,6709,4903,2041,6617,3725,3071,2858,5684
25807,25871,900,5539,6265,3237,2971,6691,4181,2240,5616,4612,4152
25808,25872,900,4718,4713,4562,3437,4856,3620,5721,5158,3698,4335
25809,25873,900,11067,7366,3208,4122,3906,4730,3874,4220,4762,3541
25810,25874,900,4673,2354,3564,2864,3708,4905,4233,3625,4215,3965
25811,25875,900,4827,5596,4796,3803,9373,2531,4288,2475,4657,2678
25812,25876,900,5535,7488,7612,3933,6049,3174,4060,2492,3643,2738
25813,25877,900,3025,4527,3381,6176,4473,3447,5281,6683,5031,4098
25814,25878,900,4152,3750,4871,4730,5695,6252,4976,6713,4288,2845
25815,25879,900,5635,3172,3977,3409,5722,4820,3434,4839,2662,4203
25816,25880,900,5196,3228,2726,5051,4271,4749,4329,3897,4348,4274
25817,25881,900,4312,3205,5228,3581,4256,4059,3545,3022,5258,6864
25818,25882,900,5246,3875,5633,4848,3760,5256,2074,5825,3450,5459
25819,25883,900,9056,3325,4659,5223,4591,4351,5803,4031,4868,4982
25820,25884,900,4227,4158,3136,2984,4972,2326,4260,3709,4069,4351
25821,25885,900,6774,3768,5207,3663,5968,3777,7136,4159,2406,4921
25822,25886,900,2603,5250,3569,4220,5801,4436,5248,2490,4070,4319
25823,25887,900,3360,3836,3083,4664,3832,3113,4671,3701,6346,3582
25824,25888,900,9831,6042,6593,8357,8828,4516,4308,1686,2586,5097
25825,25889,900,5075,6519,4145,13847,3276,4380,5050,4967,3107,8719
25826,25890,900,1682,8105,4650,2621,3217,6163,7640,2887,4705,3626
25827,25891,900,4283,3409,5903,5359,2400,4205,4060,4823,8218,3805
25828,25892,900,4887,2981,5610,5196,5030,3968,4246,1610,5104,1821
25829,25893,900,4822,2341,6866,8470,4526,4903,3826,4642,2937,3170
25830,25894,900,2736,5425,7764,2191,3921,2821,7430,5233,5520,2737
25831,25895,900,6011,2613,4688,3507,4434,5329,3638,6316,3677,2677
25832,25896,900,5068,3237,4471,2991,5709,6164,2134,2309,5257,4531
25833,25897,900,2493,3745,3939,5166,3986,4772,3422,3638,11355,4352
25834,25898,900,3189,4771,2356,4078,6417,3648,3676,1890,4233,4130
25835,25899,900,3162,4045,4320,4005,4499,2539,5251,2642,7340,2947
25836,25900,900,4693,5027,4501,4515,3291,4252,3601,3276,4503,5058
25837,25901,900,2830,3987,4906,4253,7018,3035,4095,4454,2841,2383
25838,25902,900,3073,5023,5523,2405,5350,5726,6088,3631,5964,2202
25839,25903,900,4976,2546,2990,3519,3710,4883,2458,4197,2744,5668
25840,25904,900,4409,5221,7366,2184,2799,4242,5869,5139,5553,1924
25841,25905,900,3035,4298,4322,3749,5963,4002,3078,5980,4487,4493
25842,25906,900,3843,3603,2203,5175,5344,2477,5194,5846,2797,4148
25843,25907,900,3467,5229,3950,2436,2074,6325,3276,4029,5793,3225
25844,25908,900,6010,3948,6998,3742,7466,2368,1903,3116,3043,2319
25845,25909,900,1980,4848,4984,2032,4182,3496,4452,5267,3798,4625
25846,25910,900,5770,5554,4547,5543,2903,7758,4589,5505,3492,3558
25847,25911,900,7125,5865,4307,4057,3894,8890,9007,3680,4050,3842
25848,25912,900,6190,3225,4146,2715,6401,3607,2884,4236,3217,5073
25849,25913,900,3614,2626,4386,4101,3297,4998,5465,6500,3987,4604
25850,25914,900,5237,8103,3296,2975,4555,4675,3631,3440,4407,3989
25851,25915,900,2975,3862,3545,6823,5305,5020,5274,5542,3061,2985
25852,25916,900,3848,4756,3226,2509,2797,4803,3368,5005,4267,4926
25853,25917,900,4217,3243,5522,5132,4330,4025,6374,2257,6046,3722
25854,25918,900,3446,3744,2903,5859,6186,3844,3453,5704,5886,6398
25855,25919,900,5470,2976,6151,3076,4008,4775,4460,2955,5167,5744
25856,25920,900,5734,2998,5168,5455,4495,5510,3152,5571,7150,4782
25857,25921,900,4284,3060,4778,4838,4629,2117,3084,5435,7990,3820
25858,25922,900,5817,3364,5757,4395,2586,3010,4937,5186,6746,2737
25859,25923,900,5196,2524,1929,2962,10583,4485,5072,5460,5728,3064
25860,25924,900,2865,3103,9531,3861,4386,3545,6409,2104,6234,2529
25861,25925,900,4890,3906,4731,7054,2623,3349,4595,4018,4989,4756
25862,25926,900,4077,3786,6187,3723,4874,4975,4487,3802,3945,3458
25863,25927,900,7242,2624,3512,6289,3619,7079,3537,5854,2947,2400
25864,25928,900,6620,3794,5107,5349,7030,2955,5056,2194,1888,3504
25865,25929,900,5543,4545,4129,3330,5186,3975,2457,3241,3880,4743
25866,25930,900,4086,2821,6170,5130,3043,5415,4400,7460,3834,3247
25867,25931,900,5587,2571,3828,2364,2716,2843,6624,6709,4121,3261
25868,25932,900,4822,4357,5756,3234,4311,4112,2848,2318,5571,3163
25869,25933,900,5705,2148,2797,4397,4236,3768,3216,4357,3678,2871
25870,25934,900,3944,6389,6068,3676,4919,5329,3498,6387,3375,3306
25871,25935,900,5060,2725,1626,4222,6230,5408,5053,4790,1864,2862
25872,25936,900,3650,3728,6434,3659,5734,6568,3024,1814,5647,2827
25873,25937,900,3740,6912,3729,3051,2368,3591,6764,5413,5346,2699
25874,25938,900,4339,2490,4765,3357,4742,2888,4427,7103,3843,2472
25875,25939,900,5572,3075,5594,6424,6533,3683,5528,3338,3961,3301
25876,25940,900,5202,4159,2760,2713,3586,4440,2626,2642,8091,3918
25877,25941,900,3824,5084,6410,5423,2663,3965,3080,3473,2625,2331
25878,25942,900,2955,6051,5619,6948,4424,4672,6561,3246,3055,3415
25879,25943,900,5551,3064,4166,5107,2412,3026,2121,1863,5450,4076
25880,25944,900,5455,4036,3986,5641,6602,4287,3504,3859,2542,3649
25881,25945,900,5112,6141,4869,10466,3801,2885,4027,4961,2705,2905
25882,25946,900,3961,1700,2493,5089,3861,2065,4941,4552,2229,3759
25883,25947,900,2942,5336,2444,6071,4454,6394,5158,3631,3548,4500
25884,25948,900,2443,1755,3223,4947,5602,6605,5269,3770,7166,3075
25885,25949,900,4237,8157,5567,2989,3682,2610,3945,4316,3491,5014
25886,25950,900,4791,5026,6221,4968,2457,4734,5023,2949,5370,3438
25887,25951,900,1850,3601,5312,4080,2240,5113,3428,4587,3233,4991
25888,25952,900,4715,4678,5279,4810,2326,2107,8447,3703,4336,2534
25889,25953,900,5923,4363,5315,5925,4083,3961,5189,3211,4260,2891
25890,25954,900,6474,5852,4912,6763,4940,3827,4743,4231,3555,3135
25891,25955,900,5588,5129,2457,5194,2550,3059,3845,5141,4446,5168
25892,25956,900,5210,6237,6438,3579,5357,5733,2701,4585,3305,5077
25893,25957,900,2954,3387,2768,6375,5427,4230,4142,3834,4666,3898
25894,25958,900,4056,4974,3084,4518,3056,4355,3347,6941,6462,5515
25895,25959,900,7029,1883,2638,3437,2039,2021,6600,3596,2267,5376
25896,25960,900,3485,6640,2913,3899,2644,2667,5091,3247,4936,5427
25897,25961,900,2716,2834,5308,6052,3827,2898,5056,4352,4572,6843
25898,25962,900,4758,4539,4907,2866,3829,2350,4602,4579,4379,3888
25899,25963,900,4874,7264,7857,5821,3262,3598,5109,4862,2254,2880
25900,25964,900,4172,3278,2481,4996,4616,3845,3799,2306,4275,5967
25901,25965,900,2438,3519,4513,6224,4372,3882,3808,6192,4303,3982
25902,25966,900,4119,3761,3465,2780,4244,2743,4218,3797,4743,3258
25903,25967,900,4359,6279,3637,4135,2841,4513,7057,2599,3193,3470
25904,25968,900,2842,5843,6026,2437,4380,5715,3287,4137,5569,1863
25905,25969,900,5250,3683,4010,2736,4006,3122,3534,7619,3976,7145
25906,25970,900,7354,3054,3384,3915,4833,4879,4483,4774,3181,3002
25907,25971,900,3994,2502,7158,2614,8023,2865,2381,3246,3038,4926
25908,25972,900,4556,4798,2559,5618,2739,5381,5838,4141,4396,3687
25909,25973,900,3070,5000,5030,6077,5274,6807,3640,5839,6261,2757
25910,25974,900,6920,3250,4926,4031,6021,2128,5953,3900,6378,6566
25911,25975,900,4973,4397,1840,3866,4774,2972,5359,4310,4490,1905
25912,25976,900,4473,5552,2097,3647,2241,3132,5799,3584,5914,3496
25913,25977,900,6688,4876,3070,3777,2958,4418,3137,6317,3385,3957
25914,25978,900,3392,4117,6262,7205,3606,3790,2970,3944,3451,6111
25915,25979,900,6323,2978,4775,6436,5068,2703,4599,5667,2521,4729
25916,25980,900,4458,5296,8736,5788,3253,5288,3158,4166,5400,5070
25917,25981,900,2763,4851,3934,7106,3346,6542,4958,5150,7217,2772
25918,25982,900,5141,4065,3061,6417,4758,4980,3656,3873,5017,3250
25919,25983,900,3855,3515,4139,2967,6827,4780,5116,2821,3830,2782
25920,25984,900,4016,3013,3641,2558,4217,3228,4895,3343,7096,4370
25921,25985,900,5460,3376,3876,4125,8581,4381,5286,3393,4368,2193
25922,25986,900,3007,4480,3605,4408,5095,6392,3157,2665,7239,2265
25923,25987,900,4741,3444,4406,3734,7369,4133,3922,3821,4535,2518
25924,25988,900,4506,3124,6162,3728,2921,3797,2044,5078,6905,5212
25925,25989,900,6700,6880,4970,5239,4015,3591,3068,5875,6454,5037
25926,25990,900,2979,2584,6643,2649,6834,3759,3077,1841,3476,3472
25927,25991,900,6065,2972,2947,3313,4865,4107,4130,3077,2975,6750
25928,25992,900,4838,3799,2672,4823,2844,7004,4345,3396,4162,2720
25929,25993,900,2361,5057,2503,4661,1794,3639,4091,2981,6370,4900
25930,25994,900,3435,4624,3132,3664,9930,2926,2610,4993,6049,5990
25931,25995,900,3508,3285,4341,7637,3890,4383,3724,2644,4676,4804
25932,25996,900,5957,3915,3209,6194,4048,4580,4135,5618,2751,6531
25933,25997,900,4170,5287,4933,5218,2765,6062,4277,5368,4655,3721
25934,25998,900,4862,2886,4874,7899,6427,3235,3194,6317,7057,2345
25935,25999,900,4214,2930,3598,7474,4207,2340,1876,3790,3966,5381
25936,26000,900,2870,3607,5846,4827,6435,4595,3821,3719,4224,5742
25937,26001,900,3794,4254,3734,3256,4915,3316,5173,2396,5914,5292
25938,26002,900,6009,3991,3606,3348,6211,3292,3732,2171,4058,5142
25939,26003,900,2514,3678,2210,2423,4348,4797,6653,3179,3683,3141
25940,26004,900,3245,2973,6415,4029,2070,4216,4391,4262,4501,3462
25941,26005,900,6774,3141,3067,4149,4147,3610,3251,4648,4409,5986
25942,26006,900,4555,3734,2496,3942,3815,4431,4465,2499,4891,2314
25943,26007,900,3893,2652,4011,5039,2439,4446,4562,2858,2418,3513
25944,26008,900,3821,2147,3521,6996,4514,5044,6525,3782,6290,6645
25945,26009,900,4599,2502,7852,4396,4251,6459,4227,5706,2746,3380
25946,26010,900,4302,5292,5412,3686,3983,2450,4660,2836,5892,5627
25947,26011,900,3806,3408,4588,2833,5316,3211,4638,6621,5093,3194
25948,26012,900,3895,2800,4149,5361,4289,5417,4383,4870,5844,2280
25949,26013,900,9521,4834,3697,6434,5640,5360,3047,3140,3638,7240
25950,26014,900,4832,4307,3164,2740,6064,2923,3720,8414,3156,5170
25951,26015,900,4746,4895,2983,2442,5809,4110,4976,1866,3386,1988
25952,26016,900,8671,4109,4786,2564,2855,2860,2472,1949,2966,5095
25953,26017,900,6918,4143,2810,4641,4963,5410,2709,4780,3278,2811
25954,26018,900,4386,4072,8230,3930,7277,5166,4130,5626,4156,5498
25955,26019,900,1706,2860,6891,2933,3499,7095,4374,3593,4046,3485
25956,26020,900,2133,3670,4962,4327,3651,4197,1861,4678,2866,2371
25957,26021,900,4570,4193,4146,3700,3958,3539,3991,5608,4960,3080
25958,26022,900,5006,5713,2851,4863,4155,5665,3305,7559,2245,4586
25959,26023,900,4606,5350,3145,4522,2222,2886,4629,4439,2017,2505
25960,26024,900,5031,6869,3341,5965,2956,4192,2819,5070,2959,3882
25961,26025,900,3449,3827,3125,5559,5530,4948,1924,4223,4986,2650
25962,26026,900,6108,2758,4122,4227,2668,4780,3528,5101,2912,4987
25963,26027,900,2785,5270,5454,2823,2142,3292,5183,3850,4950,4096
25964,26028,900,3227,4553,2592,4434,2129,5025,3938,3954,5821,2863
25965,26029,900,2094,6190,5887,2860,5932,4770,4710,3499,5903,2844
25966,26030,900,5955,3438,6421,3853,4089,6568,4422,3949,5481,6314
25967,26031,900,2889,3946,4541,6182,4016,7152,2209,2002,3852,4050
25968,26032,900,6358,4849,4216,3202,2032,5083,2911,7339,5243,4134
25969,26033,900,3291,5768,2469,5376,4234,4924,2730,4987,5406,3961
25970,26034,900,4646,3936,7012,3609,4738,6184,2769,5575,3538,2952
25971,26035,900,5216,4450,4034,5449,2463,6064,2646,3531,6077,5733
25972,26036,900,4369,4348,3602,7517,1902,5671,5993,5111,2526,2636
25973,26037,900,3748,4447,5818,4714,2243,3455,3067,6187,4707,2326
25974,26038,900,4148,2130,3581,6717,3447,2517,2592,4405,4082,2821
25975,26039,900,6828,4503,2919,3334,4765,4081,3716,4264,2381,6063
25976,26040,900,3795,3926,4015,4757,4617,3263,6401,6491,4099,6226
25977,26041,900,5978,5524,5471,3497,5948,2426,2285,4887,5144,4859
25978,26042,900,7419,4346,4499,4378,5035,4205,4517,4626,4531,3620
25979,26043,900,4567,2604,2128,5387,6359,2977,3878,2825,4806,4677
25980,26044,900,2846,3457,5379,6111,4636,7266,5837,2959,4361,3756
25981,26045,900,3113,2956,4084,5822,3882,4413,5924,2774,6133,4403
25982,26046,900,4128,4136,3403,9401,5049,4331,3385,3845,4227,3910
25983,26047,900,5346,4194,9700,3762,4161,3972,4493,2434,4171,3343
25984,26048,900,4205,7451,2815,2664,5354,2848,2612,5665,1934,4900
25985,26049,900,3040,4357,5259,5250,5903,2728,2811,5740,5325,4879
25986,26050,900,4722,2918,2571,4177,2607,4064,3020,3882,4392,2149
25987,26052,900,2926,6917,4610,2443,5838,5801,5794,2235,4211,5052
25988,26053,900,3464,4366,5987,3860,2412,5309,3438,2911,6063,3751
25989,26054,900,4017,5638,4284,5768,3655,5597,3797,7345,4766,2637
25990,26055,900,6171,3530,4720,5200,4160,7141,2704,3448,2854,4550
25991,26056,900,3964,3172,4721,3322,4747,4685,3412,10469,5558,2591
25992,26057,900,8583,5485,5811,3354,3650,4647,6673,8739,3416,2536
25993,26058,900,5931,2646,4997,5754,6246,6832,2527,5611,4336,5150
25994,26059,900,3228,2197,4586,3761,4109,3120,7754,3878,5885,3399
25995,26060,900,1974,4841,5686,2146,2439,6143,2563,3129,3402,4098
25996,26061,900,3766,5529,3439,3661,4550,3777,3759,4107,3891,6222
25997,26062,900,4198,3197,3104,3188,3526,4767,2607,6304,3524,6177
25998,26063,900,2157,3777,5606,3717,2083,2012,4272,5839,2370,3615
25999,26064,900,4252,5089,2733,8500,2681,2811,4825,3212,5154,3547
26000,26065,900,6440,3126,6299,4623,3462,3468,7597,6289,5245,3615
26001,26066,900,2759,5483,3465,3553,4366,3246,5707,4048,3568,7317
26002,26067,900,5390,4198,6127,4898,4659,4373,5154,3516,3649,4107
26003,26068,900,3275,6027,3908,6831,3550,4022,5421,3387,3601,2538
26004,26069,900,5279,2706,4355,4553,5318,4189,2065,3299,5623,4175
26005,26070,900,2795,3332,3871,3991,5350,4917,4573,3428,3257,2426
26006,26071,900,2744,4845,6292,2470,2695,4896,4188,4743,2625,2920
26007,26072,900,4280,5850,6891,3997,5100,3018,5718,5972,7282,3779
26008,26073,900,3828,3236,5099,5435,8799,3348,4869,5800,2210,2205
26009,26074,900,3788,4022,4880,2034,4266,5438,2639,2506,3775,3619
26010,26075,900,5776,4401,4668,3867,4936,7024,2450,4058,3514,6227
26011,26076,900,6388,5131,5658,3939,3233,3260,6615,7419,4286,3157
26012,26077,900,3072,6390,9009,3092,4771,4647,6824,4221,2952,4270
26013,26078,900,2949,5159,6236,3308,3111,5726,2306,5177,2600,4682
26014,26079,900,3083,4378,2656,6262,4278,4193,2906,3806,3141,4518
26015,26080,900,4298,4082,2239,2876,5678,3644,3452,3961,2853,5144
26016,26081,900,5535,2716,3762,8199,3037,6321,4116,5054,4066,2952
26017,26082,900,5226,4638,4601,4431,3578,3737,2846,5523,4560,3041
26018,26083,900,5392,3719,6721,6217,3655,4983,3269,2208,6122,5961
26019,26084,900,3523,3002,4741,5548,1927,4638,4610,6935,4054,2271
26020,26085,900,3176,4038,4621,2245,3309,5765,3830,3591,3156,4781
26021,26086,900,3687,3501,5327,5111,6074,5146,4928,2179,2725,3674
26022,26087,900,3899,3983,5956,5708,2455,7168,2980,7766,3898,3044
26023,26088,900,4849,5446,3809,6939,6176,3382,4168,3868,2760,3984
26024,26089,900,4044,2738,4222,5428,6908,6279,6722,4490,10848,3909
26025,26090,900,3158,3527,2801,4694,6035,2801,3396,4553,3214,3716
26026,26091,900,5954,4671,3485,5395,3113,3395,4205,3430,4472,2295
26027,26092,900,4308,3948,4565,4224,3160,3546,3332,5778,4281,5263
26028,26093,900,3001,6443,6260,5593,2587,4529,2990,3794,3582,4608
26029,26094,900,2540,4477,2648,1913,6090,6499,3372,4182,3791,6570
26030,26095,900,4836,4193,2142,2738,3083,2939,3359,4589,4500,6845
26031,26096,900,5762,4330,4254,5308,6445,5121,5758,4972,4919,2670
26032,26097,900,8687,4717,5560,4312,3004,3756,3526,3223,2336,4413
26033,26098,900,3914,3714,6853,4624,2690,4009,4501,3818,4995,5257
26034,26099,900,4122,7569,3975,3105,6914,3045,3602,3209,5306,4465
26035,26100,900,2180,2672,4051,3882,4949,2034,2975,3838,4490,2609
26036,26101,900,5466,3758,2828,2664,6352,2928,4299,6322,2930,4440
26037,26102,900,5492,4384,2452,7861,2324,10097,4748,3801,3650,2474
26038,26103,900,3743,3620,3339,2645,3236,3203,5972,5565,5901,5614
26039,26104,900,6514,4757,5584,4434,4857,4125,3712,3044,5078,8537
26040,26105,900,3442,2821,4288,3908,6401,4661,3714,4974,4597,3860
26041,26106,900,5847,5289,6598,6936,6874,1499,5054,3091,5424,4110
26042,26107,900,5166,4599,4853,6392,4587,3139,4252,5144,4857,4720
26043,26108,900,4453,4209,2634,5476,2958,6657,2773,4990,2646,3620
26044,26109,900,3995,2904,4579,3944,7981,4133,3175,4985,4578,4023
26045,26110,900,3330,5640,4909,3613,3808,3002,4340,3435,3653,5780
26046,26111,900,6541,5094,1882,3923,3041,5281,4746,4492,4755,3285
26047,26112,900,3579,2799,4463,3774,4421,2646,3833,4926,2693,4975
26048,26113,900,4889,3241,7433,3498,2524,5185,3444,2902,4964,6164
26049,26115,900,1731,3697,3981,3361,3168,4438,4114,4007,5496,7399
26050,26116,900,2343,4642,1988,4847,4510,3748,3304,4542,5259,4840
26051,26117,900,5712,4763,4088,3111,4703,3913,4841,4533,2874,4874
26052,26118,900,4462,4633,5069,3716,2377,6322,3357,2731,4753,4251
26053,26119,900,2903,5755,2109,4867,4564,1840,6148,4633,3466,1733
26054,26120,900,6749,3894,8063,7275,6220,3761,3678,4650,2932,6184
26055,26121,900,5399,3419,4753,3390,3281,7172,3935,5473,3796,2693
26056,26122,900,3912,4050,4618,3522,8083,2881,5224,2333,4040,4147
26057,26123,900,2589,2888,4446,2059,5726,4003,6407,3151,5831,2877
26058,26124,900,2115,3375,5003,5749,3512,3309,5116,3254,3137,4420
26059,26125,900,2997,5333,1894,2935,4201,2930,5015,6873,2406,4983
26060,26126,900,5426,4184,3190,4070,3819,5394,5955,5231,3732,4971
26061,26127,900,3419,2610,3360,1776,5107,4400,3502,4539,4111,5083
26062,26128,900,8194,4339,5769,2998,4388,4176,5597,2480,3485,4500
26063,26129,900,5959,4945,2984,7021,6255,6547,3160,3081,2247,2644
26064,26130,900,4218,3095,1883,8219,5301,9844,3241,5949,4291,2809
26065,26131,900,4644,2625,5886,2131,2834,2486,3441,4189,6386,6047
26066,26132,900,8784,2816,5112,5823,3482,5410,3648,3471,2110,5929
26067,26133,900,3416,2937,3723,4376,4399,2622,3682,4255,5356,4432
26068,26134,900,6182,4949,3464,6509,1660,5246,3041,2098,6392,3117
26069,26135,900,3440,5412,4796,5382,2897,2486,2630,4611,2848,2964
26070,26136,900,4479,5880,5941,3346,4693,4570,2006,4636,3046,2981
26071,26137,900,3386,5082,5143,5830,4739,5119,5625,9933,4490,3999
26072,26138,900,3303,2807,5391,5512,2820,6079,4219,4009,3005,3074
26073,26139,900,6078,3666,3160,6599,2449,5239,3681,5555,3653,5404
26074,26140,900,4355,3190,3965,3767,6139,5651,4047,3464,3097,3308
26075,26141,900,5060,5813,6010,3141,5641,3242,2189,2459,3174,3941
26076,26142,900,4211,7012,2216,2082,2226,4621,3823,3136,4687,6510
26077,26143,900,3021,3693,4704,6215,5250,7619,3390,5728,3052,6433
26078,26144,900,2607,5760,5313,3882,7302,3528,3448,6540,4848,6534
26079,26145,900,4556,4081,2206,5525,3204,3018,5770,4469,5530,3639
26080,26146,900,4562,3305,8229,5246,5331,3988,3900,6140,4341,3131
26081,26147,900,2614,2450,4618,3236,10053,5570,3965,2244,4494,6075
26082,26148,900,5646,4800,6403,5147,3681,3485,5505,3647,4039,4685
26083,26149,900,3687,3116,2710,4273,5425,4850,2691,3344,6035,4215
26084,26150,900,4764,5847,4375,5941,4262,4119,3050,4715,2914,3722
26085,26151,900,8033,5036,3361,6199,2419,4238,5799,2949,4066,4293
26086,26152,900,4263,2505,4967,5459,4167,4717,2183,4343,7838,4029
26087,26153,900,2026,3753,7462,5204,6419,4942,8904,3219,3811,3432
26088,26154,900,2509,3053,3825,3846,5115,2840,3505,5299,6404,5803
26089,26155,900,2249,4051,8693,2969,5158,4665,4293,2827,6103,3753
26090,26156,900,5501,4138,3782,3040,3071,2568,4463,6037,2984,3676
26091,26157,900,5120,4161,2394,5975,1895,5488,6683,4834,2826,6329
26092,26158,900,5670,5122,7583,3782,5630,6282,2769,5040,2875,3758
26093,26159,900,4826,4518,2564,4343,3112,3787,2930,1500,4877,5223
26094,26160,900,3483,5419,6253,5639,5463,5417,3349,4966,6318,3902
26095,26161,900,4369,5332,2806,3368,2759,3151,3578,6894,3576,4558
26096,26162,900,5321,4104,4390,5133,3116,5702,5071,2837,6687,2999
26097,26163,900,4361,4024,2482,4336,5294,3119,4843,3230,4356,4037
26098,26164,900,3736,4093,4253,2837,2440,3107,3514,7550,5329,5470
26099,26165,900,3474,5579,4698,5487,6168,4644,3940,6295,2257,3590
26100,26166,900,3812,6467,2219,4280,2685,3213,4113,3621,5671,3733
26101,26167,900,4470,3698,3728,3749,4551,3061,4056,4285,3005,3253
26102,26168,900,4156,3564,2982,3877,5145,4060,3978,3193,5854,3534
26103,26169,900,3579,3029,5140,3957,5140,3158,5542,4770,5288,2687
26104,26170,900,4297,8161,4915,2914,3950,3447,3406,2416,4899,5989
26105,26171,900,3043,6648,3718,2800,3688,3141,3929,3435,3920,3905
26106,26172,900,6220,2595,6645,4279,4319,5566,2295,2200,5667,3396
26107,26173,900,5108,3430,5695,2921,2225,2432,6362,7697,2916,4431
26108,26174,900,5428,4376,6259,4545,3474,4520,3676,2801,5636,6186
26109,26175,900,3848,3328,3583,2462,3773,2749,4225,4877,5105,4382
26110,26176,900,4380,3018,4633,4479,2584,3788,4629,4138,3146,3654
26111,26177,900,4040,3672,3995,4909,5022,4917,4198,5462,2741,3625
26112,26178,900,2517,5080,5717,7542,4825,4564,3315,3103,3317,4574
26113,26179,900,2584,3767,5484,6816,2768,5075,4124,2551,2546,6422
26114,26180,900,6197,5085,4572,5508,3841,5517,3944,3014,6090,7209
26115,26181,900,5849,2650,2309,4142,6045,3176,4755,2418,3277,5590
